server_seq,command_code,request_bytes,response_bytes,response_code,internal_ns
1735,0x0000017b,12,44,0x00000000,5840
1736,0x00000168,84,338,0x00000000,92854
1737,0x00000176,59,48,0x00000000,5790
1738,0x00000151,41,29,0x00000000,5820
1739,0x00000147,464,122,0x00000000,3149066
1740,0x0000017e,20,62,0x00000000,1512
1741,0x0000017e,20,62,0x00000000,1303
1742,0x0000017e,20,62,0x00000000,905
1743,0x0000017e,20,62,0x00000000,2377
1744,0x0000017e,20,62,0x00000000,2049
1745,0x0000017e,20,62,0x00000000,1462
1746,0x0000017e,20,62,0x00000000,965
1747,0x0000017e,20,62,0x00000000,1313
1748,0x0000017e,20,62,0x00000000,1233
1749,0x0000017e,20,62,0x00000000,1283
1750,0x0000017e,20,62,0x00000000,1153
1751,0x0000017e,20,62,0x00000000,2328
1752,0x0000017e,20,62,0x00000000,1065
1753,0x0000017e,20,62,0x00000000,955
1754,0x0000017e,20,62,0x00000000,965
1755,0x0000017e,20,62,0x00000000,885
1756,0x0000017b,12,44,0x00000000,7591
1757,0x00000158,107,428,0x00000000,2783042
1758,0x00000165,14,10,0x00000000,3949
1759,0x00000165,14,10,0x00000000,2606
1760,0x00000145,12,10,0x00000000,100796381
1761,0x00000144,12,10,0x00000100,1383
1762,0x00000143,11,10,0x00000000,7839
1763,0x0000017a,22,83,0x00000000,1472
1764,0x0000017a,22,27,0x00000000,1124
1765,0x00000131,355,474,0x00000000,32132
1766,0x00000131,353,440,0x00000000,22194
1767,0x0000017b,12,44,0x00000000,4178
1768,0x00000168,84,338,0x00000000,63498
1769,0x00000176,59,48,0x00000000,3591
1770,0x00000151,41,29,0x00000000,4238
1771,0x00000147,464,122,0x00000000,2471463
1772,0x0000017e,20,62,0x00000000,1254
1773,0x0000017e,20,62,0x00000000,2089
1774,0x0000017e,20,62,0x00000000,1363
1775,0x0000017e,20,62,0x00000000,935
1776,0x0000017e,20,62,0x00000000,875
1777,0x0000017e,20,62,0x00000000,826
1778,0x0000017e,20,62,0x00000000,865
1779,0x0000017e,20,62,0x00000000,855
1780,0x0000017e,20,62,0x00000000,885
1781,0x0000017e,20,62,0x00000000,1890
1782,0x0000017e,20,62,0x00000000,1134
1783,0x0000017e,20,62,0x00000000,2069
1784,0x0000017e,20,62,0x00000000,1114
1785,0x0000017e,20,62,0x00000000,2208
1786,0x0000017e,20,62,0x00000000,1682
1787,0x0000017e,20,62,0x00000000,1343
1788,0x0000017b,12,44,0x00000000,7073
1789,0x00000158,107,428,0x00000000,2399390
1790,0x00000165,14,10,0x00000000,2079
1791,0x00000165,14,10,0x00000000,3531
1792,0x00000145,12,10,0x00000000,92685362
1793,0x00000144,12,10,0x00000100,1899
1794,0x00000143,11,10,0x00000000,7379
1795,0x0000017a,22,83,0x00000000,1005
1796,0x0000017a,22,27,0x00000000,1760
1797,0x00000131,355,474,0x00000000,29208
1798,0x00000131,353,440,0x00000000,25100
1799,0x0000017b,12,44,0x00000000,3829
1800,0x00000168,84,338,0x00000000,63457
1801,0x00000176,59,48,0x00000000,3590
1802,0x00000151,41,29,0x00000000,3163
1803,0x00000147,464,122,0x00000000,3717745
1804,0x0000017e,20,62,0x00000000,2854
1805,0x0000017e,20,62,0x00000000,2496
1806,0x0000017e,20,62,0x00000000,1522
1807,0x0000017e,20,62,0x00000000,965
1808,0x0000017e,20,62,0x00000000,855
1809,0x0000017e,20,62,0x00000000,2148
1810,0x0000017e,20,62,0x00000000,2009
1811,0x0000017e,20,62,0x00000000,1014
1812,0x0000017e,20,62,0x00000000,2357
1813,0x0000017e,20,62,0x00000000,1174
1814,0x0000017e,20,62,0x00000000,2486
1815,0x0000017e,20,62,0x00000000,1502
1816,0x0000017e,20,62,0x00000000,1860
1817,0x0000017e,20,62,0x00000000,805
1818,0x0000017e,20,62,0x00000000,876
1819,0x0000017e,20,62,0x00000000,995
1820,0x0000017b,12,44,0x00000000,4983
1821,0x00000158,107,428,0x00000000,2461651
1822,0x00000165,14,10,0x00000000,1989
1823,0x00000165,14,10,0x00000000,1731
1824,0x00000145,12,10,0x00000000,92058217
1825,0x00000144,12,10,0x00000100,1750
1826,0x00000143,11,10,0x00000000,8075
1827,0x0000017a,22,83,0x00000000,1919
1828,0x0000017a,22,27,0x00000000,1651
1829,0x00000131,355,474,0x00000000,27458
1830,0x00000131,353,440,0x00000000,35801
1831,0x0000017b,12,44,0x00000000,6126
1832,0x00000168,84,338,0x00000000,94813
1833,0x00000176,59,48,0x00000000,5719
1834,0x00000151,41,29,0x00000000,4446
1835,0x00000147,464,122,0x00000000,2419256
1836,0x0000017e,20,62,0x00000000,2069
1837,0x0000017e,20,62,0x00000000,1004
1838,0x0000017e,20,62,0x00000000,965
1839,0x0000017e,20,62,0x00000000,995
1840,0x0000017e,20,62,0x00000000,1064
1841,0x0000017e,20,62,0x00000000,965
1842,0x0000017e,20,62,0x00000000,1412
1843,0x0000017e,20,62,0x00000000,2576
1844,0x0000017e,20,62,0x00000000,1492
1845,0x0000017e,20,62,0x00000000,1382
1846,0x0000017e,20,62,0x00000000,875
1847,0x0000017e,20,62,0x00000000,1541
1848,0x0000017e,20,62,0x00000000,1323
1849,0x0000017e,20,62,0x00000000,1641
1850,0x0000017e,20,62,0x00000000,1153
1851,0x0000017e,20,62,0x00000000,2158
1852,0x0000017b,12,44,0x00000000,5599
1853,0x00000158,107,428,0x00000000,2916366
1854,0x00000165,14,10,0x00000000,2815
1855,0x00000165,14,10,0x00000000,2128
1856,0x00000145,12,10,0x00000000,90169093
1857,0x00000144,12,10,0x00000100,1839
1858,0x00000143,11,10,0x00000000,7369
1859,0x0000017a,22,83,0x00000000,716
1860,0x0000017a,22,27,0x00000000,2148
1861,0x00000131,355,474,0x00000000,37124
1862,0x00000131,353,440,0x00000000,29367
1863,0x0000017b,12,44,0x00000000,4634
1864,0x00000168,84,338,0x00000000,68012
1865,0x00000176,59,48,0x00000000,5281
1866,0x00000151,41,29,0x00000000,4276
1867,0x00000147,464,122,0x00000000,2470322
1868,0x0000017e,20,62,0x00000000,1641
1869,0x0000017e,20,62,0x00000000,2168
1870,0x0000017e,20,62,0x00000000,1422
1871,0x0000017e,20,62,0x00000000,775
1872,0x0000017e,20,62,0x00000000,905
1873,0x0000017e,20,62,0x00000000,836
1874,0x0000017e,20,62,0x00000000,885
1875,0x0000017e,20,62,0x00000000,875
1876,0x0000017e,20,62,0x00000000,875
1877,0x0000017e,20,62,0x00000000,1462
1878,0x0000017e,20,62,0x00000000,2188
1879,0x0000017e,20,62,0x00000000,1711
1880,0x0000017e,20,62,0x00000000,2168
1881,0x0000017e,20,62,0x00000000,1870
1882,0x0000017e,20,62,0x00000000,1054
1883,0x0000017e,20,62,0x00000000,2864
1884,0x0000017b,12,44,0x00000000,6593
1885,0x00000158,107,428,0x00000000,3849733
1886,0x00000165,14,10,0x00000000,2685
1887,0x00000165,14,10,0x00000000,3302
1888,0x00000145,12,10,0x00000000,105146640
1889,0x00000144,12,10,0x00000100,1780
1890,0x00000143,11,10,0x00000000,6713
1891,0x0000017a,22,83,0x00000000,795
1892,0x0000017a,22,27,0x00000000,1949
1893,0x00000131,355,474,0x00000000,24712
1894,0x00000131,353,440,0x00000000,19332
1895,0x0000017b,12,44,0x00000000,3411
1896,0x00000168,84,338,0x00000000,66730
1897,0x00000176,59,48,0x00000000,4008
1898,0x00000151,41,29,0x00000000,4256
1899,0x00000147,464,122,0x00000000,2564868
1900,0x0000017e,20,62,0x00000000,2217
1901,0x0000017e,20,62,0x00000000,1601
1902,0x0000017e,20,62,0x00000000,935
1903,0x0000017e,20,62,0x00000000,825
1904,0x0000017e,20,62,0x00000000,2257
1905,0x0000017e,20,62,0x00000000,1332
1906,0x0000017e,20,62,0x00000000,855
1907,0x0000017e,20,62,0x00000000,2377
1908,0x0000017e,20,62,0x00000000,1681
1909,0x0000017e,20,62,0x00000000,1323
1910,0x0000017e,20,62,0x00000000,1402
1911,0x0000017e,20,62,0x00000000,1422
1912,0x0000017e,20,62,0x00000000,2665
1913,0x0000017e,20,62,0x00000000,1153
1914,0x0000017e,20,62,0x00000000,865
1915,0x0000017e,20,62,0x00000000,1860
1916,0x0000017b,12,44,0x00000000,5758
1917,0x00000158,107,428,0x00000000,2367662
1918,0x00000165,14,10,0x00000000,2616
1919,0x00000165,14,10,0x00000000,1701
1920,0x00000145,12,10,0x00000000,82330282
1921,0x00000144,12,10,0x00000100,1929
1922,0x00000143,11,10,0x00000000,7050
1923,0x0000017a,22,83,0x00000000,1183
1924,0x0000017a,22,27,0x00000000,865
1925,0x00000131,355,474,0x00000000,25857
1926,0x00000131,353,440,0x00000000,19164
1927,0x0000017b,12,44,0x00000000,3540
1928,0x00000168,84,338,0x00000000,64661
1929,0x00000176,59,48,0x00000000,4107
1930,0x00000151,41,29,0x00000000,8901
1931,0x00000147,464,122,0x00000000,3757794
1932,0x0000017e,20,62,0x00000000,1531
1933,0x0000017e,20,62,0x00000000,2148
1934,0x0000017e,20,62,0x00000000,964
1935,0x0000017e,20,62,0x00000000,915
1936,0x0000017e,20,62,0x00000000,866
1937,0x0000017e,20,62,0x00000000,856
1938,0x0000017e,20,62,0x00000000,855
1939,0x0000017e,20,62,0x00000000,865
1940,0x0000017e,20,62,0x00000000,866
1941,0x0000017e,20,62,0x00000000,875
1942,0x0000017e,20,62,0x00000000,2257
1943,0x0000017e,20,62,0x00000000,2029
1944,0x0000017e,20,62,0x00000000,1740
1945,0x0000017e,20,62,0x00000000,1721
1946,0x0000017e,20,62,0x00000000,1790
1947,0x0000017e,20,62,0x00000000,964
1948,0x0000017b,12,44,0x00000000,6832
1949,0x00000158,107,428,0x00000000,2456250
1950,0x00000165,14,10,0x00000000,5579
1951,0x00000165,14,10,0x00000000,2178
1952,0x00000145,12,10,0x00000000,97350056
1953,0x00000144,12,10,0x00000100,1631
1954,0x00000143,11,10,0x00000000,7339
1955,0x0000017a,22,83,0x00000000,1054
1956,0x0000017a,22,27,0x00000000,1054
1957,0x00000131,355,474,0x00000000,32788
1958,0x00000131,353,440,0x00000000,24911
1959,0x0000017b,12,44,0x00000000,6226
1960,0x00000168,84,338,0x00000000,91631
1961,0x00000176,59,48,0x00000000,5102
1962,0x00000151,41,29,0x00000000,4466
1963,0x00000147,464,122,0x00000000,3231685
1964,0x0000017e,20,62,0x00000000,1303
1965,0x0000017e,20,62,0x00000000,1153
1966,0x0000017e,20,62,0x00000000,2497
1967,0x0000017e,20,62,0x00000000,846
1968,0x0000017e,20,62,0x00000000,925
1969,0x0000017e,20,62,0x00000000,1422
1970,0x0000017e,20,62,0x00000000,1233
1971,0x0000017e,20,62,0x00000000,1044
1972,0x0000017e,20,62,0x00000000,2158
1973,0x0000017e,20,62,0x00000000,1820
1974,0x0000017e,20,62,0x00000000,2307
1975,0x0000017e,20,62,0x00000000,2556
1976,0x0000017e,20,62,0x00000000,1999
1977,0x0000017e,20,62,0x00000000,935
1978,0x0000017e,20,62,0x00000000,836
1979,0x0000017e,20,62,0x00000000,2516
1980,0x0000017b,12,44,0x00000000,5917
1981,0x00000158,107,428,0x00000000,3564915
1982,0x00000165,14,10,0x00000000,4107
1983,0x00000165,14,10,0x00000000,3381
1984,0x00000145,12,10,0x00000000,89865122
1985,0x00000144,12,10,0x00000100,1521
1986,0x00000143,11,10,0x00000000,6145
1987,0x0000017a,22,83,0x00000000,2267
1988,0x0000017a,22,27,0x00000000,1134
1989,0x00000131,355,474,0x00000000,28482
1990,0x00000131,353,440,0x00000000,21143
1991,0x0000017b,12,44,0x00000000,6106
1992,0x00000168,84,338,0x00000000,65178
1993,0x00000176,59,48,0x00000000,3680
1994,0x00000151,41,29,0x00000000,3650
1995,0x00000147,464,122,0x00000000,2400560
1996,0x0000017e,20,62,0x00000000,1352
1997,0x0000017e,20,62,0x00000000,875
1998,0x0000017e,20,62,0x00000000,865
1999,0x0000017e,20,62,0x00000000,825
2000,0x0000017e,20,62,0x00000000,2298
2001,0x0000017e,20,62,0x00000000,994
2002,0x0000017e,20,62,0x00000000,4375
2003,0x0000017e,20,62,0x00000000,1681
2004,0x0000017e,20,62,0x00000000,975
2005,0x0000017e,20,62,0x00000000,2705
2006,0x0000017e,20,62,0x00000000,1084
2007,0x0000017e,20,62,0x00000000,924
2008,0x0000017e,20,62,0x00000000,994
2009,0x0000017e,20,62,0x00000000,1403
2010,0x0000017e,20,62,0x00000000,1104
2011,0x0000017e,20,62,0x00000000,2436
2012,0x0000017b,12,44,0x00000000,7489
2013,0x00000158,107,428,0x00000000,2644714
2014,0x00000165,14,10,0x00000000,4694
2015,0x00000165,14,10,0x00000000,2805
2016,0x00000145,12,10,0x00000000,100641661
2017,0x00000144,12,10,0x00000100,1760
2018,0x00000143,11,10,0x00000000,6571
2019,0x0000017a,22,83,0x00000000,756
2020,0x0000017a,22,27,0x00000000,924
2021,0x00000131,355,474,0x00000000,38306
2022,0x00000131,353,440,0x00000000,22459
2023,0x0000017b,12,44,0x00000000,6561
2024,0x00000168,84,338,0x00000000,97044
2025,0x00000176,59,48,0x00000000,5697
2026,0x00000151,41,29,0x00000000,4414
2027,0x00000147,464,122,0x00000000,2436690
2028,0x0000017e,20,62,0x00000000,1163
2029,0x0000017e,20,62,0x00000000,865
2030,0x0000017e,20,62,0x00000000,2436
2031,0x0000017e,20,62,0x00000000,1452
2032,0x0000017e,20,62,0x00000000,895
2033,0x0000017e,20,62,0x00000000,1323
2034,0x0000017e,20,62,0x00000000,984
2035,0x0000017e,20,62,0x00000000,1143
2036,0x0000017e,20,62,0x00000000,925
2037,0x0000017e,20,62,0x00000000,905
2038,0x0000017e,20,62,0x00000000,825
2039,0x0000017e,20,62,0x00000000,865
2040,0x0000017e,20,62,0x00000000,895
2041,0x0000017e,20,62,0x00000000,2098
2042,0x0000017e,20,62,0x00000000,1064
2043,0x0000017e,20,62,0x00000000,1421
2044,0x0000017b,12,44,0x00000000,7447
2045,0x00000158,107,428,0x00000000,2469090
2046,0x00000165,14,10,0x00000000,1909
2047,0x00000165,14,10,0x00000000,1780
2048,0x00000145,12,10,0x00000000,89097004
2049,0x00000144,12,10,0x00000100,1123
2050,0x00000143,11,10,0x00000000,5319
2051,0x0000017a,22,83,0x00000000,1889
2052,0x0000017a,22,27,0x00000000,1292
2053,0x00000131,355,474,0x00000000,35314
2054,0x00000131,353,440,0x00000000,31715
2055,0x0000017b,12,44,0x00000000,3658
2056,0x00000168,84,338,0x00000000,68312
2057,0x00000176,59,48,0x00000000,3589
2058,0x00000151,41,29,0x00000000,3321
2059,0x00000147,464,122,0x00000000,2567656
2060,0x0000017e,20,62,0x00000000,1034
2061,0x0000017e,20,62,0x00000000,895
2062,0x0000017e,20,62,0x00000000,2744
2063,0x0000017e,20,62,0x00000000,1581
2064,0x0000017e,20,62,0x00000000,1114
2065,0x0000017e,20,62,0x00000000,865
2066,0x0000017e,20,62,0x00000000,885
2067,0x0000017e,20,62,0x00000000,994
2068,0x0000017e,20,62,0x00000000,1153
2069,0x0000017e,20,62,0x00000000,2277
2070,0x0000017e,20,62,0x00000000,1014
2071,0x0000017e,20,62,0x00000000,2357
2072,0x0000017e,20,62,0x00000000,1452
2073,0x0000017e,20,62,0x00000000,884
2074,0x0000017e,20,62,0x00000000,1710
2075,0x0000017e,20,62,0x00000000,1252
2076,0x0000017b,12,44,0x00000000,7745
2077,0x00000158,107,428,0x00000000,2537502
2078,0x00000165,14,10,0x00000000,3719
2079,0x00000165,14,10,0x00000000,1859
2080,0x00000145,12,10,0x00000000,87922584
2081,0x00000144,12,10,0x00000100,2029
2082,0x00000143,11,10,0x00000000,7516
2083,0x0000017a,22,83,0x00000000,965
2084,0x0000017a,22,27,0x00000000,2028
2085,0x00000131,355,474,0x00000000,27082
2086,0x00000131,353,440,0x00000000,22310
2087,0x0000017b,12,44,0x00000000,3062
2088,0x00000168,84,338,0x00000000,64693
2089,0x00000176,59,48,0x00000000,7795
2090,0x00000151,41,29,0x00000000,4563
2091,0x00000147,464,122,0x00000000,2428866
2092,0x0000017e,20,62,0x00000000,1342
2093,0x0000017e,20,62,0x00000000,865
2094,0x0000017e,20,62,0x00000000,845
2095,0x0000017e,20,62,0x00000000,2684
2096,0x0000017e,20,62,0x00000000,1213
2097,0x0000017e,20,62,0x00000000,865
2098,0x0000017e,20,62,0x00000000,964
2099,0x0000017e,20,62,0x00000000,945
2100,0x0000017e,20,62,0x00000000,835
2101,0x0000017e,20,62,0x00000000,875
2102,0x0000017e,20,62,0x00000000,1769
2103,0x0000017e,20,62,0x00000000,1740
2104,0x0000017e,20,62,0x00000000,2585
2105,0x0000017e,20,62,0x00000000,1094
2106,0x0000017e,20,62,0x00000000,1859
2107,0x0000017e,20,62,0x00000000,1034
2108,0x0000017b,12,44,0x00000000,5050
2109,0x00000158,107,428,0x00000000,2438917
2110,0x00000165,14,10,0x00000000,2336
2111,0x00000165,14,10,0x00000000,2038
2112,0x00000145,12,10,0x00000000,82103093
2113,0x00000144,12,10,0x00000100,1184
2114,0x00000143,11,10,0x00000000,8898
2115,0x0000017a,22,83,0x00000000,1501
2116,0x0000017a,22,27,0x00000000,1690
2117,0x00000131,355,474,0x00000000,26317
2118,0x00000131,353,440,0x00000000,27937
2119,0x0000017b,12,44,0x00000000,3231
2120,0x00000168,84,338,0x00000000,63470
2121,0x00000176,59,48,0x00000000,6840
2122,0x00000151,41,29,0x00000000,3857
2123,0x00000147,464,122,0x00000000,2442635
2124,0x0000017e,20,62,0x00000000,1840
2125,0x0000017e,20,62,0x00000000,1362
2126,0x0000017e,20,62,0x00000000,875
2127,0x0000017e,20,62,0x00000000,1998
2128,0x0000017e,20,62,0x00000000,934
2129,0x0000017e,20,62,0x00000000,1322
2130,0x0000017e,20,62,0x00000000,895
2131,0x0000017e,20,62,0x00000000,2854
2132,0x0000017e,20,62,0x00000000,1909
2133,0x0000017e,20,62,0x00000000,1104
2134,0x0000017e,20,62,0x00000000,925
2135,0x0000017e,20,62,0x00000000,865
2136,0x0000017e,20,62,0x00000000,2695
2137,0x0000017e,20,62,0x00000000,964
2138,0x0000017e,20,62,0x00000000,885
2139,0x0000017e,20,62,0x00000000,1969
2140,0x0000017b,12,44,0x00000000,5587
2141,0x00000158,107,428,0x00000000,2441979
2142,0x00000165,14,10,0x00000000,6134
2143,0x00000165,14,10,0x00000000,2466
2144,0x00000145,12,10,0x00000000,97290701
2145,0x00000144,12,10,0x00000100,1541
2146,0x00000143,11,10,0x00000000,6691
2147,0x0000017a,22,83,0x00000000,1502
2148,0x0000017a,22,27,0x00000000,865
2149,0x00000131,355,474,0x00000000,26634
2150,0x00000131,353,440,0x00000000,27838
2151,0x0000017b,12,44,0x00000000,5628
2152,0x00000168,84,338,0x00000000,85671
2153,0x00000176,59,48,0x00000000,8620
2154,0x00000151,41,29,0x00000000,4831
2155,0x00000147,464,122,0x00000000,2484749
2156,0x0000017e,20,62,0x00000000,974
2157,0x0000017e,20,62,0x00000000,1004
2158,0x0000017e,20,62,0x00000000,885
2159,0x0000017e,20,62,0x00000000,864
2160,0x0000017e,20,62,0x00000000,915
2161,0x0000017e,20,62,0x00000000,974
2162,0x0000017e,20,62,0x00000000,2973
2163,0x0000017e,20,62,0x00000000,1243
2164,0x0000017e,20,62,0x00000000,1352
2165,0x0000017e,20,62,0x00000000,954
2166,0x0000017e,20,62,0x00000000,875
2167,0x0000017e,20,62,0x00000000,1123
2168,0x0000017e,20,62,0x00000000,1252
2169,0x0000017e,20,62,0x00000000,865
2170,0x0000017e,20,62,0x00000000,2525
2171,0x0000017e,20,62,0x00000000,1193
2172,0x0000017b,12,44,0x00000000,5737
2173,0x00000158,107,428,0x00000000,2477920
2174,0x00000165,14,10,0x00000000,3788
2175,0x00000165,14,10,0x00000000,2973
2176,0x00000145,12,10,0x00000000,82717329
2177,0x00000144,12,10,0x00000100,1302
2178,0x00000143,11,10,0x00000000,8480
2179,0x0000017a,22,83,0x00000000,2177
2180,0x0000017a,22,27,0x00000000,1571
2181,0x00000131,355,474,0x00000000,40404
2182,0x00000131,353,440,0x00000000,26873
2183,0x0000017b,12,44,0x00000000,3072
2184,0x00000168,84,338,0x00000000,63330
2185,0x00000176,59,48,0x00000000,8252
2186,0x00000151,41,29,0x00000000,5259
2187,0x00000147,464,122,0x00000000,3940271
2188,0x0000017e,20,62,0x00000000,1790
2189,0x0000017e,20,62,0x00000000,1005
2190,0x0000017e,20,62,0x00000000,955
2191,0x0000017e,20,62,0x00000000,884
2192,0x0000017e,20,62,0x00000000,875
2193,0x0000017e,20,62,0x00000000,835
2194,0x0000017e,20,62,0x00000000,885
2195,0x0000017e,20,62,0x00000000,865
2196,0x0000017e,20,62,0x00000000,2823
2197,0x0000017e,20,62,0x00000000,1511
2198,0x0000017e,20,62,0x00000000,836
2199,0x0000017e,20,62,0x00000000,1640
2200,0x0000017e,20,62,0x00000000,1024
2201,0x0000017e,20,62,0x00000000,895
2202,0x0000017e,20,62,0x00000000,875
2203,0x0000017e,20,62,0x00000000,865
2204,0x0000017b,12,44,0x00000000,8749
2205,0x00000158,107,428,0x00000000,2727414
2206,0x00000165,14,10,0x00000000,3470
2207,0x00000165,14,10,0x00000000,2246
2208,0x00000145,12,10,0x00000000,112304248
2209,0x00000144,12,10,0x00000100,1760
2210,0x00000143,11,10,0x00000000,8998
2211,0x0000017a,22,83,0x00000000,2316
2212,0x0000017a,22,27,0x00000000,2525
2213,0x00000131,355,474,0x00000000,34459
2214,0x00000131,353,440,0x00000000,24239
2215,0x0000017b,12,44,0x00000000,3997
2216,0x00000168,84,338,0x00000000,69316
2217,0x00000176,59,48,0x00000000,5439
2218,0x00000151,41,29,0x00000000,5060
2219,0x00000147,464,122,0x00000000,2543765
2220,0x0000017e,20,62,0x00000000,1253
2221,0x0000017e,20,62,0x00000000,845
2222,0x0000017e,20,62,0x00000000,1073
2223,0x0000017e,20,62,0x00000000,865
2224,0x0000017e,20,62,0x00000000,1093
2225,0x0000017e,20,62,0x00000000,2237
2226,0x0000017e,20,62,0x00000000,1014
2227,0x0000017e,20,62,0x00000000,1282
2228,0x0000017e,20,62,0x00000000,865
2229,0x0000017e,20,62,0x00000000,1004
2230,0x0000017e,20,62,0x00000000,3330
2231,0x0000017e,20,62,0x00000000,1094
2232,0x0000017e,20,62,0x00000000,1998
2233,0x0000017e,20,62,0x00000000,846
2234,0x0000017e,20,62,0x00000000,1809
2235,0x0000017e,20,62,0x00000000,1422
2236,0x0000017b,12,44,0x00000000,5260
2237,0x00000158,107,428,0x00000000,2476608
2238,0x00000165,14,10,0x00000000,2704
2239,0x00000165,14,10,0x00000000,1959
2240,0x00000145,12,10,0x00000000,91414419
2241,0x00000144,12,10,0x00000100,1640
2242,0x00000143,11,10,0x00000000,6721
2243,0x0000017a,22,83,0x00000000,1819
2244,0x0000017a,22,27,0x00000000,1203
2245,0x00000131,355,474,0x00000000,28487
2246,0x00000131,353,440,0x00000000,26211
2247,0x0000017b,12,44,0x00000000,2872
2248,0x00000168,84,338,0x00000000,66238
2249,0x00000176,59,48,0x00000000,6789
2250,0x00000151,41,29,0x00000000,5536
2251,0x00000147,464,122,0x00000000,2392573
2252,0x0000017e,20,62,0x00000000,1113
2253,0x0000017e,20,62,0x00000000,864
2254,0x0000017e,20,62,0x00000000,845
2255,0x0000017e,20,62,0x00000000,885
2256,0x0000017e,20,62,0x00000000,2813
2257,0x0000017e,20,62,0x00000000,1352
2258,0x0000017e,20,62,0x00000000,1501
2259,0x0000017e,20,62,0x00000000,1362
2260,0x0000017e,20,62,0x00000000,974
2261,0x0000017e,20,62,0x00000000,2505
2262,0x0000017e,20,62,0x00000000,2693
2263,0x0000017e,20,62,0x00000000,2226
2264,0x0000017e,20,62,0x00000000,1133
2265,0x0000017e,20,62,0x00000000,2018
2266,0x0000017e,20,62,0x00000000,1978
2267,0x0000017e,20,62,0x00000000,1580
2268,0x0000017b,12,44,0x00000000,7217
2269,0x00000158,107,428,0x00000000,2478253
2270,0x00000165,14,10,0x00000000,1938
2271,0x00000165,14,10,0x00000000,1650
2272,0x00000145,12,10,0x00000000,95780279
2273,0x00000144,12,10,0x00000100,1292
2274,0x00000143,11,10,0x00000000,5765
2275,0x0000017a,22,83,0x00000000,1869
2276,0x0000017a,22,27,0x00000000,1163
2277,0x00000131,355,474,0x00000000,26420
2278,0x00000131,353,440,0x00000000,20237
2279,0x0000017b,12,44,0x00000000,3608
2280,0x00000168,84,338,0x00000000,95837
2281,0x00000176,59,48,0x00000000,3996
2282,0x00000151,41,29,0x00000000,8220
2283,0x00000147,464,122,0x00000000,3871806
2284,0x0000017e,20,62,0x00000000,1949
2285,0x0000017e,20,62,0x00000000,835
2286,0x0000017e,20,62,0x00000000,845
2287,0x0000017e,20,62,0x00000000,925
2288,0x0000017e,20,62,0x00000000,835
2289,0x0000017e,20,62,0x00000000,964
2290,0x0000017e,20,62,0x00000000,835
2291,0x0000017e,20,62,0x00000000,1044
2292,0x0000017e,20,62,0x00000000,835
2293,0x0000017e,20,62,0x00000000,2365
2294,0x0000017e,20,62,0x00000000,2803
2295,0x0000017e,20,62,0x00000000,2266
2296,0x0000017e,20,62,0x00000000,1849
2297,0x0000017e,20,62,0x00000000,1064
2298,0x0000017e,20,62,0x00000000,2226
2299,0x0000017e,20,62,0x00000000,1759
2300,0x0000017b,12,44,0x00000000,4931
2301,0x00000158,107,428,0x00000000,3075974
2302,0x00000165,14,10,0x00000000,2217
2303,0x00000165,14,10,0x00000000,2018
2304,0x00000145,12,10,0x00000000,91343868
2305,0x00000144,12,10,0x00000100,1421
2306,0x00000143,11,10,0x00000000,6083
2307,0x0000017a,22,83,0x00000000,875
2308,0x0000017a,22,27,0x00000000,755
2309,0x00000131,355,474,0x00000000,24621
2310,0x00000131,353,440,0x00000000,37562
2311,0x0000017b,12,44,0x00000000,4602
2312,0x00000168,84,338,0x00000000,95679
2313,0x00000176,59,48,0x00000000,5069
2314,0x00000151,41,29,0x00000000,5148
2315,0x00000147,464,122,0x00000000,2778747
2316,0x0000017e,20,62,0x00000000,1541
2317,0x0000017e,20,62,0x00000000,2177
2318,0x0000017e,20,62,0x00000000,964
2319,0x0000017e,20,62,0x00000000,884
2320,0x0000017e,20,62,0x00000000,1233
2321,0x0000017e,20,62,0x00000000,875
2322,0x0000017e,20,62,0x00000000,795
2323,0x0000017e,20,62,0x00000000,1253
2324,0x0000017e,20,62,0x00000000,945
2325,0x0000017e,20,62,0x00000000,865
2326,0x0000017e,20,62,0x00000000,835
2327,0x0000017e,20,62,0x00000000,844
2328,0x0000017e,20,62,0x00000000,875
2329,0x0000017e,20,62,0x00000000,914
2330,0x0000017e,20,62,0x00000000,1083
2331,0x0000017e,20,62,0x00000000,1103
2332,0x0000017b,12,44,0x00000000,5517
2333,0x00000158,107,428,0x00000000,3642777
2334,0x00000165,14,10,0x00000000,3608
2335,0x00000165,14,10,0x00000000,4493
2336,0x00000145,12,10,0x00000000,93158191
2337,0x00000144,12,10,0x00000100,2306
2338,0x00000143,11,10,0x00000000,4881
2339,0x0000017a,22,83,0x00000000,855
2340,0x0000017a,22,27,0x00000000,1034
2341,0x00000131,355,474,0x00000000,24034
2342,0x00000131,353,440,0x00000000,19631
2343,0x0000017b,12,44,0x00000000,3251
2344,0x00000168,84,338,0x00000000,62639
2345,0x00000176,59,48,0x00000000,3568
2346,0x00000151,41,29,0x00000000,8300
2347,0x00000147,464,122,0x00000000,2497316
2348,0x0000017e,20,62,0x00000000,1679
2349,0x0000017e,20,62,0x00000000,1501
2350,0x0000017e,20,62,0x00000000,1064
2351,0x0000017e,20,62,0x00000000,984
2352,0x0000017e,20,62,0x00000000,2515
2353,0x0000017e,20,62,0x00000000,1471
2354,0x0000017e,20,62,0x00000000,1849
